#{"t_start": 1524074778.0551548, "env_id": "Ant-v2"}
r,l,t
-70.775622,73,251.180448
-36.54033,57,251.293689
-86.888089,70,251.429523
-161.304448,119,251.648308
-160.72121,119,251.859395
-66.48934,66,251.97753
-85.569841,45,252.058477
-32.851687,34,252.118689
-30.994082,25,252.163782
-19.124683,37,252.230105
-15.133716,13,252.252703
-57.262837,56,252.352353
-28.457623,24,252.395415
-46.143507,24,252.438792
-5.682573,11,252.458929
-87.748393,54,252.557785
-25.490052,17,252.588306
-43.173379,32,252.645796
-277.541441,175,252.961557
-14.665221,15,252.988139
-208.60925,148,255.055575
-23.846212,23,255.100867
-31.907818,15,255.128663
-20.46176,39,255.196793
-123.004404,95,255.386129
-38.241478,18,255.419729
-20.566561,24,255.464099
-89.0703,57,255.563845
-41.441999,30,255.620564
-14.294256,39,255.712542
-32.227923,14,255.740916
-46.264795,32,255.808114
-98.246581,75,255.964364
-34.149782,21,256.006156
-10.557392,13,256.031806
-18.278962,28,256.087672
-1061.785647,1000,258.074817
-10.226478,16,258.107524
-127.923206,73,258.24794
-11.449636,23,258.289714
-37.157767,29,258.34222
-56.360855,63,258.455104
-58.095287,58,258.560563
-40.395724,42,258.639674
-205.036423,135,258.888104
-71.815182,56,258.988906
-93.473643,110,260.832333
-21.293699,24,260.876207
-33.181292,32,260.93543
-37.268125,30,260.991694
-255.690091,194,261.341931
-42.894963,35,261.411475
-13.311113,72,261.554733
-32.198022,16,261.585651
-19.377369,13,261.611691
-5.642067,16,261.642994
-62.966879,63,261.767182
-38.846645,32,261.831096
-31.207453,33,261.895904
-14.857642,13,261.921157
-19.955463,14,261.948573
-32.808952,25,261.999932
-31.067273,17,262.033411
-132.715396,91,262.216537
-91.540961,61,262.337918
-55.942944,39,262.416044
-15.719793,12,262.439982
-91.508754,50,262.540028
-69.593047,32,262.604927
-75.373392,61,262.726276
-50.187309,46,262.814568
-71.319327,51,262.907512
-172.794843,79,263.055484
-27.031821,16,263.084288
-29.701501,31,263.140528
-112.273908,107,263.334594
-6.54904,10,263.353102
-133.452468,105,263.542551
-10.636664,12,263.564302
-38.679625,53,263.658951
-69.014722,35,263.721048
-34.62721,40,263.792648
-88.059029,63,263.905364
-952.600177,1000,267.50517
-25.27133,24,267.552678
-79.226071,37,267.62737
-41.347947,27,267.681994
-22.828918,17,267.715699
-88.741259,78,267.871215
-22.90411,25,267.921133
-28.671443,19,267.959466
-60.554799,26,268.012312
-28.893542,23,268.058042
-16.862425,9,268.076026
